"Reise und Karten","Nachrichten","Wetter","Musik","Terminverwaltung","Aufgabenverwaltung","Spielen","Lesen","Weckfunktion","Fotos und Videos","Uhrzeit","Fitness und Gesundheit"
14.0,54.0,38.0,31.0,35.0,15.0,32.0,5.0,53.0,51.0,53.0,4.0
